player_id,full_name,country,category,batting_position,date_of_birth,birth_year,age_at_tournament,height_cm,height_verified,height_source,pop_height_birth_cohort,flag,notes,tournament_id,format,tournament_year,era,height_excess,region
a-qadir-1,Aqib Javed,PAK,FAST,11,1972-08-05,1972,19.5,183.0,False,estimated,167.0,HEIGHT_ESTIMATED,Height estimated from match footage. Fast bowler.,odi-1992,ODI,1992,2,16.0,South Asian
d-haynes-1,Desmond Haynes,WI,BAT,1,1956-02-15,1956,36.0,175.0,True,ESPN_verified,171.0,,,odi-1992,ODI,1992,2,4.0,Caribbean
b-lara-1,Brian Lara,WI,BAT,2,1969-05-02,1969,22.8,173.0,True,ESPN_verified,172.0,,,odi-1992,ODI,1992,2,1.0,Caribbean
r-richardson-1,Richie Richardson,WI,BAT,3,1962-01-12,1962,30.1,178.0,True,ESPN_verified,171.0,,,odi-1992,ODI,1992,2,7.0,Caribbean
c-hooper-1,Carl Hooper,WI,BAT,4,1966-12-15,1966,25.2,185.0,True,ESPN_verified,172.0,CATEGORY_AMBIGUOUS,All-rounder who bowled off-spin. Batted in top 6 so classified BAT.,odi-1992,ODI,1992,2,13.0,Caribbean
k-arthurton-1,Keith Arthurton,WI,BAT,5,1965-02-21,1965,26.9,185.0,False,estimated,172.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,13.0,Caribbean
g-logie-1,Gus Logie,WI,BAT,6,1960-09-28,1960,31.3,173.0,False,estimated,171.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,2.0,Caribbean
j-dujon-1,Jeff Dujon,WI,WK,7,1956-05-28,1956,35.7,175.0,False,estimated,171.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,4.0,Caribbean
m-marshall-1,Malcolm Marshall,WI,FAST,8,1958-04-18,1958,33.8,175.0,True,ESPN_verified,171.0,,,odi-1992,ODI,1992,2,4.0,Caribbean
c-ambrose-1,Curtly Ambrose,WI,FAST,9,1963-09-21,1963,28.4,201.0,True,ESPN_verified,172.0,,,odi-1992,ODI,1992,2,29.0,Caribbean
a-cummins-1,Anderson Cummins,WI,FAST,10,1966-05-07,1966,25.8,188.0,False,estimated,172.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,16.0,Caribbean
b-patterson-1,Patrick Patterson,WI,FAST,11,1961-09-15,1961,30.4,188.0,False,estimated,171.0,HEIGHT_ESTIMATED,Height estimated from match footage. Express fast bowler.,odi-1992,ODI,1992,2,17.0,Caribbean
m-greatbatch-1,Mark Greatbatch,NZL,BAT,1,1963-12-11,1963,28.2,188.0,False,estimated,176.0,HEIGHT_ESTIMATED,Height estimated from match footage. Aggressive opener in 1992 WC.,odi-1992,ODI,1992,2,12.0,Oceanian
j-wright-1,John Wright,NZL,BAT,2,1954-07-05,1954,37.6,178.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,3.0,Oceanian
a-jones-1,Andrew Jones,NZL,BAT,3,1959-05-09,1959,32.8,178.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,3.0,Oceanian
m-crowe-1,Martin Crowe,NZL,BAT,4,1962-09-22,1962,29.4,183.0,True,ESPN_verified,176.0,,Captain and Player of Tournament. Scored 456 runs.,odi-1992,ODI,1992,2,7.0,Oceanian
k-rutherford-1,Ken Rutherford,NZL,BAT,5,1965-10-26,1965,26.3,175.0,False,estimated,176.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,-1.0,Oceanian
c-harris-1,Chris Harris,NZL,BAT,6,1969-11-20,1969,22.3,180.0,False,estimated,176.0,HEIGHT_ESTIMATED,All-rounder who bowled medium pace. Batted in top 6. Height estimated.,odi-1992,ODI,1992,2,4.0,Oceanian
i-smith-1,Ian Smith,NZL,WK,7,1957-02-28,1957,35.0,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,0.0,Oceanian
d-patel-1,Dipak Patel,NZL,SPIN,8,1958-10-25,1958,33.3,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Off-spinner who famously opened the bowling in 1992 WC. Height estimated.,odi-1992,ODI,1992,2,0.0,Oceanian
g-larsen-1,Gavin Larsen,NZL,FAST,9,1962-09-27,1962,29.4,180.0,False,estimated,176.0,HEIGHT_ESTIMATED,Medium-pace bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,4.0,Oceanian
d-morrison-1,Danny Morrison,NZL,FAST,10,1966-02-03,1966,25.9,180.0,True,ESPN_verified,176.0,,,odi-1992,ODI,1992,2,4.0,Oceanian
w-watson-1,Willie Watson,NZL,FAST,11,1965-08-31,1965,26.5,188.0,False,estimated,176.0,HEIGHT_ESTIMATED,Fast bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,12.0,Oceanian
r-mahanama-1,Roshan Mahanama,SL,BAT,1,1966-05-31,1966,25.7,175.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,11.0,South Asian
a-samarasekera-1,Athula Samarasekera,SL,BAT,2,1961-02-22,1961,31.0,170.0,False,estimated,163.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,7.0,South Asian
a-desilva-1,Aravinda de Silva,SL,BAT,3,1965-10-17,1965,26.3,165.0,True,ESPN_verified,164.0,,,odi-1992,ODI,1992,2,1.0,South Asian
a-ranatunga-1,Arjuna Ranatunga,SL,BAT,4,1963-12-01,1963,28.1,170.0,True,ESPN_verified,163.0,,Captain.,odi-1992,ODI,1992,2,7.0,South Asian
a-gurusinha-1,Asanka Gurusinha,SL,BAT,5,1966-09-16,1966,25.4,173.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,9.0,South Asian
h-tillakaratne-1,Hashan Tillakaratne,SL,BAT,6,1967-07-14,1967,24.6,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,6.0,South Asian
h-desilva-1,Brendon Kuruppu,SL,WK,7,1962-01-05,1962,30.1,168.0,False,estimated,163.0,HEIGHT_ESTIMATED,Wicketkeeper-batsman. Height estimated from match footage.,odi-1992,ODI,1992,2,5.0,South Asian
r-ratnayake-1,Rumesh Ratnayake,SL,FAST,8,1964-01-02,1964,28.1,178.0,False,estimated,163.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,15.0,South Asian
c-ramanayake-1,Champaka Ramanayake,SL,FAST,9,1965-01-08,1965,27.1,178.0,False,estimated,164.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,14.0,South Asian
s-jayasuriya-1,Sanath Jayasuriya,SL,SPIN,10,1969-06-30,1969,22.6,165.0,True,ESPN_verified,164.0,CATEGORY_AMBIGUOUS,"In 1992 WC, Jayasuriya batted lower order and bowled left-arm spin. He later became a top-order explosive batsman. Classified SPIN for this tournament based on role.",odi-1992,ODI,1992,2,1.0,South Asian
g-labrooy-1,Graeme Labrooy,SL,FAST,11,1964-06-06,1964,27.7,185.0,False,estimated,163.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,22.0,South Asian
a-hudson-1,Andrew Hudson,RSA,BAT,1,1965-03-17,1965,26.9,180.0,False,estimated,170.0,HEIGHT_ESTIMATED,Height estimated from match footage. RSA's first WC since readmission.,odi-1992,ODI,1992,2,10.0,African
k-wessels-1,Kepler Wessels,RSA,BAT,2,1957-09-14,1957,34.4,183.0,True,ESPN_verified,169.0,,Captain. Previously played for Australia.,odi-1992,ODI,1992,2,14.0,African
p-kirsten-1,Peter Kirsten,RSA,BAT,3,1955-05-14,1955,36.8,180.0,False,estimated,169.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1992,ODI,1992,2,11.0,African
h-cronje-1,Hansie Cronje,RSA,BAT,4,1969-09-25,1969,22.4,188.0,True,ESPN_verified,170.0,CATEGORY_AMBIGUOUS,All-rounder who bowled medium pace. Batted in top 6 so classified BAT.,odi-1992,ODI,1992,2,18.0,African
j-rhodes-1,Jonty Rhodes,RSA,BAT,5,1969-07-27,1969,22.5,173.0,True,ESPN_verified,170.0,,Famous for his extraordinary fielding in the 1992 WC.,odi-1992,ODI,1992,2,3.0,African
a-kuiper-1,Adrian Kuiper,RSA,BAT,6,1959-08-24,1959,32.5,185.0,False,estimated,169.0,HEIGHT_ESTIMATED,All-rounder. Height estimated from match footage.,odi-1992,ODI,1992,2,16.0,African
d-richardson-1,Dave Richardson,RSA,WK,7,1959-09-16,1959,32.4,175.0,False,estimated,169.0,HEIGHT_ESTIMATED,Wicketkeeper. Height estimated from match footage.,odi-1992,ODI,1992,2,6.0,African
r-snell-1,Richard Snell,RSA,FAST,8,1968-09-12,1968,23.4,185.0,False,estimated,170.0,HEIGHT_ESTIMATED,Fast bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,15.0,African
b-mcmillan-1,Brian McMillan,RSA,FAST,9,1963-12-22,1963,28.2,188.0,True,ESPN_verified,170.0,,Fast-medium all-rounder.,odi-1992,ODI,1992,2,18.0,African
m-pringle-1,Meyrick Pringle,RSA,FAST,10,1966-06-22,1966,25.6,183.0,False,estimated,170.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1992,ODI,1992,2,13.0,African
a-donald-1,Allan Donald,RSA,FAST,11,1966-10-20,1966,25.3,185.0,True,ESPN_verified,170.0,,,odi-1992,ODI,1992,2,15.0,African
m-taylor-1,Mark Taylor,AUS,BAT,1,1964-10-27,1964,31.3,183.0,True,ESPN_verified,176.0,,Captain.,odi-1996,ODI,1996,2,7.0,Oceanian
m-waugh-1,Mark Waugh,AUS,BAT,2,1965-06-02,1965,30.7,183.0,True,ESPN_verified,176.0,,Twin brother of Steve Waugh.,odi-1996,ODI,1996,2,7.0,Oceanian
r-ponting-1,Ricky Ponting,AUS,BAT,3,1974-12-19,1974,21.1,178.0,True,ESPN_verified,177.0,,,odi-1996,ODI,1996,2,1.0,Oceanian
s-waugh-1,Steve Waugh,AUS,BAT,4,1965-06-02,1965,30.7,179.0,True,ESPN_verified,176.0,CATEGORY_AMBIGUOUS,All-rounder who bowled medium pace. Batted in top 6 so classified BAT.,odi-1996,ODI,1996,2,3.0,Oceanian
s-law-1,Stuart Law,AUS,BAT,5,1968-10-18,1968,27.3,183.0,False,estimated,176.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,7.0,Oceanian
m-bevan-1,Michael Bevan,AUS,BAT,6,1970-05-08,1970,25.8,178.0,True,ESPN_verified,177.0,,ODI specialist. Outstanding finisher.,odi-1996,ODI,1996,2,1.0,Oceanian
i-healy-1,Ian Healy,AUS,WK,7,1964-04-30,1964,31.8,175.0,True,ESPN_verified,176.0,,,odi-1996,ODI,1996,2,-1.0,Oceanian
s-warne-1,Shane Warne,AUS,SPIN,8,1969-09-13,1969,26.4,183.0,True,ESPN_verified,177.0,,Leg-spin bowler.,odi-1996,ODI,1996,2,6.0,Oceanian
p-reiffel-1,Paul Reiffel,AUS,FAST,9,1966-04-19,1966,29.8,185.0,False,estimated,176.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,9.0,Oceanian
d-fleming-1,Damien Fleming,AUS,FAST,10,1970-04-24,1970,25.8,188.0,True,ESPN_verified,177.0,,,odi-1996,ODI,1996,2,11.0,Oceanian
g-mcgrath-1,Glenn McGrath,AUS,FAST,11,1970-02-09,1970,25.9,196.0,True,ESPN_verified,177.0,,,odi-1996,ODI,1996,2,19.0,Oceanian
m-atherton-1,Michael Atherton,ENG,BAT,1,1968-03-23,1968,27.9,183.0,True,ESPN_verified,175.0,,Captain.,odi-1996,ODI,1996,2,8.0,European
n-knight-1,Nick Knight,ENG,BAT,2,1969-11-28,1969,26.2,183.0,False,estimated,176.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,7.0,European
g-hick-1,Graeme Hick,ENG,BAT,3,1966-05-23,1966,29.7,191.0,True,ESPN_verified,175.0,,,odi-1996,ODI,1996,2,16.0,European
g-thorpe-1,Graham Thorpe,ENG,BAT,4,1969-08-01,1969,26.5,175.0,True,ESPN_verified,176.0,,,odi-1996,ODI,1996,2,-1.0,European
n-fairbrother-1,Neil Fairbrother,ENG,BAT,5,1963-09-09,1963,32.4,173.0,False,estimated,175.0,HEIGHT_ESTIMATED,Height estimated from team photos.,odi-1996,ODI,1996,2,-2.0,European
r-smith-1,Robin Smith,ENG,BAT,6,1963-09-13,1963,32.4,178.0,True,ESPN_verified,175.0,,,odi-1996,ODI,1996,2,3.0,European
a-stewart-1,Alec Stewart,ENG,WK,7,1963-04-08,1963,32.8,180.0,True,ESPN_verified,175.0,,,odi-1996,ODI,1996,2,5.0,European
d-gough-1,Darren Gough,ENG,FAST,8,1970-09-18,1970,25.4,175.0,True,ESPN_verified,176.0,,,odi-1996,ODI,1996,2,-1.0,European
d-cork-1,Dominic Cork,ENG,FAST,9,1971-08-07,1971,24.5,185.0,True,ESPN_verified,176.0,,,odi-1996,ODI,1996,2,9.0,European
p-defreitas-1,Phil DeFreitas,ENG,FAST,10,1966-02-18,1966,29.9,183.0,True,ESPN_verified,175.0,,,odi-1996,ODI,1996,2,8.0,European
r-illingworth-1,Richard Illingworth,ENG,SPIN,11,1963-08-23,1963,32.5,183.0,False,estimated,175.0,HEIGHT_ESTIMATED,Left-arm orthodox spinner. Height estimated from match footage.,odi-1996,ODI,1996,2,8.0,European
s-tendulkar-1,Sachin Tendulkar,IND,BAT,1,1973-04-24,1973,22.8,165.0,True,ESPN_verified,165.0,,Opened the batting in this tournament. Tournament top scorer with 523 runs.,odi-1996,ODI,1996,2,0.0,South Asian
n-sidhu-1,Navjot Singh Sidhu,IND,BAT,2,1963-10-20,1963,32.3,180.0,True,ESPN_verified,164.0,,,odi-1996,ODI,1996,2,16.0,South Asian
m-azharuddin-1,Mohammad Azharuddin,IND,BAT,3,1963-02-08,1963,32.9,174.0,True,ESPN_verified,164.0,,Captain.,odi-1996,ODI,1996,2,10.0,South Asian
s-manjrekar-1,Sanjay Manjrekar,IND,BAT,4,1965-07-12,1965,30.6,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,6.0,South Asian
v-kambli-1,Vinod Kambli,IND,BAT,5,1972-01-18,1972,24.1,175.0,False,estimated,165.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,10.0,South Asian
a-jadeja-1,Ajay Jadeja,IND,BAT,6,1971-02-01,1971,25.0,175.0,False,estimated,165.0,HEIGHT_ESTIMATED,Height estimated from team photos.,odi-1996,ODI,1996,2,10.0,South Asian
n-mongia-1,Nayan Mongia,IND,WK,7,1969-12-19,1969,26.1,168.0,False,estimated,165.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,3.0,South Asian
j-srinath-1,Javagal Srinath,IND,FAST,8,1969-08-31,1969,26.4,178.0,True,ESPN_verified,165.0,,,odi-1996,ODI,1996,2,13.0,South Asian
a-kumble-1,Anil Kumble,IND,SPIN,9,1970-10-17,1970,25.3,180.0,True,ESPN_verified,165.0,,Leg-spin bowler.,odi-1996,ODI,1996,2,15.0,South Asian
v-prasad-1,Venkatesh Prasad,IND,FAST,10,1969-08-05,1969,26.5,178.0,False,estimated,165.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,13.0,South Asian
m-prabhakar-1,Manoj Prabhakar,IND,FAST,11,1963-04-15,1963,32.8,178.0,False,estimated,164.0,HEIGHT_ESTIMATED,Medium-fast bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,14.0,South Asian
a-sohail-1,Aamir Sohail,PAK,BAT,1,1966-09-14,1966,29.4,178.0,False,estimated,166.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,12.0,South Asian
s-anwar-1,Saeed Anwar,PAK,BAT,2,1968-09-06,1968,27.4,175.0,True,ESPN_verified,166.0,,,odi-1996,ODI,1996,2,9.0,South Asian
i-haq-1,Inzamam-ul-Haq,PAK,BAT,3,1970-03-03,1970,25.9,183.0,True,ESPN_verified,166.0,,,odi-1996,ODI,1996,2,17.0,South Asian
s-malik-1,Salim Malik,PAK,BAT,4,1963-04-16,1963,32.8,175.0,False,estimated,166.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,9.0,South Asian
i-elahi-1,Ijaz Ahmed,PAK,BAT,5,1968-09-20,1968,27.4,173.0,False,estimated,166.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,7.0,South Asian
w-akram-1,Wasim Akram,PAK,BAT,6,1966-06-03,1966,29.7,185.0,True,ESPN_verified,166.0,CATEGORY_AMBIGUOUS,Captain and premier fast bowler but batted at 6 in this tournament. Classified BAT due to batting position.,odi-1996,ODI,1996,2,19.0,South Asian
r-latif-1,Rashid Latif,PAK,WK,7,1968-10-14,1968,27.3,170.0,False,estimated,166.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,4.0,South Asian
m-ahmed-1,Mushtaq Ahmed,PAK,SPIN,8,1970-06-28,1970,25.6,163.0,True,ESPN_verified,166.0,,Leg-spin bowler.,odi-1996,ODI,1996,2,-3.0,South Asian
w-younis-1,Waqar Younis,PAK,FAST,9,1969-11-16,1969,26.2,180.0,True,ESPN_verified,166.0,,,odi-1996,ODI,1996,2,14.0,South Asian
a-razzaq-1,Ata-ur-Rehman,PAK,FAST,10,1975-03-28,1975,20.9,180.0,False,estimated,167.0,HEIGHT_ESTIMATED,Fast bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,13.0,South Asian
a-javed-1,Aaqib Javed,PAK,FAST,11,1972-08-05,1972,23.5,183.0,False,estimated,167.0,HEIGHT_ESTIMATED,Fast bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,16.0,South Asian
s-campbell-1,Sherwin Campbell,WI,BAT,1,1970-11-01,1970,25.3,175.0,False,estimated,172.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,3.0,Caribbean
c-browne-1,Courtney Browne,WI,BAT,2,1970-12-07,1970,25.2,180.0,False,estimated,172.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,8.0,Caribbean
b-lara-1,Brian Lara,WI,BAT,3,1969-05-02,1969,26.8,173.0,True,ESPN_verified,172.0,,,odi-1996,ODI,1996,2,1.0,Caribbean
r-richardson-1,Richie Richardson,WI,BAT,4,1962-01-12,1962,34.1,178.0,True,ESPN_verified,171.0,,Captain.,odi-1996,ODI,1996,2,7.0,Caribbean
c-hooper-1,Carl Hooper,WI,BAT,5,1966-12-15,1966,29.2,185.0,True,ESPN_verified,172.0,CATEGORY_AMBIGUOUS,All-rounder who bowled off-spin. Batted in top 6 so classified BAT.,odi-1996,ODI,1996,2,13.0,Caribbean
r-harper-1,Roger Harper,WI,BAT,6,1963-03-17,1963,32.9,191.0,False,estimated,172.0,CATEGORY_AMBIGUOUS,All-rounder who bowled off-spin. Batted at 6. Classified BAT. Height estimated.,odi-1996,ODI,1996,2,19.0,Caribbean
j-murray-1,Junior Murray,WI,WK,7,1968-01-20,1968,28.1,175.0,False,estimated,172.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,3.0,Caribbean
i-bishop-1,Ian Bishop,WI,FAST,8,1967-10-24,1967,28.3,191.0,True,ESPN_verified,172.0,,,odi-1996,ODI,1996,2,19.0,Caribbean
c-ambrose-1,Curtly Ambrose,WI,FAST,9,1963-09-21,1963,32.4,201.0,True,ESPN_verified,172.0,,,odi-1996,ODI,1996,2,29.0,Caribbean
c-walsh-1,Courtney Walsh,WI,FAST,10,1962-10-30,1962,33.3,196.0,True,ESPN_verified,171.0,,,odi-1996,ODI,1996,2,25.0,Caribbean
k-benjamin-1,Kenny Benjamin,WI,FAST,11,1967-04-08,1967,28.9,185.0,False,estimated,172.0,HEIGHT_ESTIMATED,Fast bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,13.0,Caribbean
c-spearman-1,Craig Spearman,NZL,BAT,1,1972-07-04,1972,23.6,175.0,False,estimated,177.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,-2.0,Oceanian
n-astle-1,Nathan Astle,NZL,BAT,2,1971-09-15,1971,24.4,180.0,True,ESPN_verified,177.0,,,odi-1996,ODI,1996,2,3.0,Oceanian
s-fleming-1,Stephen Fleming,NZL,BAT,3,1973-04-01,1973,22.9,188.0,True,ESPN_verified,177.0,,,odi-1996,ODI,1996,2,11.0,Oceanian
l-germon-1,Lee Germon,NZL,BAT,4,1968-11-04,1968,27.3,178.0,False,estimated,176.0,HEIGHT_ESTIMATED,Captain. Height estimated from match footage.,odi-1996,ODI,1996,2,2.0,Oceanian
c-harris-1,Chris Harris,NZL,BAT,5,1969-11-20,1969,26.3,180.0,False,estimated,176.0,HEIGHT_ESTIMATED,All-rounder who bowled medium pace. Batted in top 6. Height estimated.,odi-1996,ODI,1996,2,4.0,Oceanian
c-cairns-1,Chris Cairns,NZL,BAT,6,1970-06-13,1970,25.7,188.0,True,ESPN_verified,177.0,CATEGORY_AMBIGUOUS,All-rounder who bowled fast-medium. Batted in top 6 so classified BAT.,odi-1996,ODI,1996,2,11.0,Oceanian
a-parore-1,Adam Parore,NZL,WK,7,1971-01-23,1971,25.1,175.0,False,estimated,177.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,-2.0,Oceanian
d-patel-1,Dipak Patel,NZL,SPIN,8,1958-10-25,1958,37.3,175.0,False,estimated,175.0,HEIGHT_ESTIMATED,Off-spinner. Height estimated.,odi-1996,ODI,1996,2,0.0,Oceanian
d-nash-1,Dion Nash,NZL,FAST,9,1971-11-20,1971,24.3,185.0,False,estimated,177.0,HEIGHT_ESTIMATED,Fast-medium bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,8.0,Oceanian
g-larsen-1,Gavin Larsen,NZL,FAST,10,1962-09-27,1962,33.4,180.0,False,estimated,176.0,HEIGHT_ESTIMATED,Medium-pace bowler. Height estimated.,odi-1996,ODI,1996,2,4.0,Oceanian
d-morrison-1,Danny Morrison,NZL,FAST,11,1966-02-03,1966,29.9,180.0,True,ESPN_verified,176.0,,,odi-1996,ODI,1996,2,4.0,Oceanian
s-jayasuriya-1,Sanath Jayasuriya,SL,BAT,1,1969-06-30,1969,26.6,165.0,True,ESPN_verified,164.0,,Revolutionized ODI cricket with aggressive opening batting in 1996 WC.,odi-1996,ODI,1996,2,1.0,South Asian
r-kaluwitharana-1,Romesh Kaluwitharana,SL,BAT,2,1969-11-24,1969,26.2,160.0,False,estimated,164.0,HEIGHT_ESTIMATED,Wicketkeeper who opened batting aggressively. In this XI counted as opener BAT since Tillakaratne kept later. Height estimated.,odi-1996,ODI,1996,2,-4.0,South Asian
a-gurusinha-1,Asanka Gurusinha,SL,BAT,3,1966-09-16,1966,29.4,173.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,9.0,South Asian
a-desilva-1,Aravinda de Silva,SL,BAT,4,1965-10-17,1965,30.3,165.0,True,ESPN_verified,164.0,,Man of the Match in the final. Scored century.,odi-1996,ODI,1996,2,1.0,South Asian
a-ranatunga-1,Arjuna Ranatunga,SL,BAT,5,1963-12-01,1963,32.1,170.0,True,ESPN_verified,163.0,,Captain. Led Sri Lanka to their first World Cup.,odi-1996,ODI,1996,2,7.0,South Asian
r-mahanama-1,Roshan Mahanama,SL,BAT,6,1966-05-31,1966,29.7,175.0,False,estimated,164.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,11.0,South Asian
h-tillakaratne-1,Hashan Tillakaratne,SL,WK,7,1967-07-14,1967,28.6,170.0,False,estimated,164.0,HEIGHT_ESTIMATED,Kept wicket when Kaluwitharana opened the batting. Height estimated.,odi-1996,ODI,1996,2,6.0,South Asian
c-vaas-1,Chaminda Vaas,SL,FAST,8,1974-01-27,1974,22.1,175.0,True,ESPN_verified,164.0,,Left-arm fast-medium bowler.,odi-1996,ODI,1996,2,11.0,South Asian
k-dharmasena-1,Kumar Dharmasena,SL,SPIN,9,1971-04-24,1971,24.8,175.0,False,estimated,164.0,HEIGHT_ESTIMATED,Off-spin bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,11.0,South Asian
m-muralitharan-1,Muttiah Muralitharan,SL,SPIN,10,1972-04-17,1972,23.8,175.0,True,ESPN_verified,164.0,,Off-spin bowler. Greatest wicket-taker in cricket history.,odi-1996,ODI,1996,2,11.0,South Asian
r-pushpakumara-1,Ravindra Pushpakumara,SL,FAST,11,1975-07-21,1975,20.6,178.0,False,estimated,165.0,HEIGHT_ESTIMATED,Left-arm fast bowler. Height estimated from match footage.,odi-1996,ODI,1996,2,13.0,South Asian
a-hudson-1,Andrew Hudson,RSA,BAT,1,1965-03-17,1965,30.9,180.0,False,estimated,170.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,10.0,African
g-kirsten-1,Gary Kirsten,RSA,BAT,2,1967-11-23,1967,28.2,180.0,True,ESPN_verified,170.0,,,odi-1996,ODI,1996,2,10.0,African
d-cullinan-1,Daryll Cullinan,RSA,BAT,3,1967-03-04,1967,28.9,175.0,False,estimated,170.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,5.0,African
h-cronje-1,Hansie Cronje,RSA,BAT,4,1969-09-25,1969,26.4,188.0,True,ESPN_verified,170.0,,Captain.,odi-1996,ODI,1996,2,18.0,African
j-rhodes-1,Jonty Rhodes,RSA,BAT,5,1969-07-27,1969,26.5,173.0,True,ESPN_verified,170.0,,,odi-1996,ODI,1996,2,3.0,African
j-kallis-1,Jacques Kallis,RSA,BAT,6,1975-10-16,1975,20.3,184.0,True,ESPN_verified,171.0,CATEGORY_AMBIGUOUS,All-rounder who bowled fast-medium. Batted in top 6 so classified BAT. Early in career.,odi-1996,ODI,1996,2,13.0,African
d-richardson-1,Dave Richardson,RSA,WK,7,1959-09-16,1959,36.4,175.0,False,estimated,169.0,HEIGHT_ESTIMATED,Height estimated from match footage.,odi-1996,ODI,1996,2,6.0,African
b-mcmillan-1,Brian McMillan,RSA,FAST,8,1963-12-22,1963,32.2,188.0,True,ESPN_verified,170.0,,Fast-medium all-rounder.,odi-1996,ODI,1996,2,18.0,African
s-pollock-1,Shaun Pollock,RSA,FAST,9,1973-07-16,1973,22.6,185.0,True,ESPN_verified,171.0,,,odi-1996,ODI,1996,2,14.0,African
a-donald-1,Allan Donald,RSA,FAST,10,1966-10-20,1966,29.3,185.0,True,ESPN_verified,170.0,,,odi-1996,ODI,1996,2,15.0,African
p-adams-1,Paul Adams,RSA,SPIN,11,1977-01-20,1977,19.1,170.0,False,estimated,171.0,HEIGHT_ESTIMATED,Left-arm unorthodox spinner. Youngest in squad. Height estimated.,odi-1996,ODI,1996,2,-1.0,African
m-waugh-1,Mark Waugh,AUS,BAT,1,1965-06-02,1965,33.9,183.0,True,ESPN_verified,176.0,,,odi-1999,ODI,1999,2,7.0,Oceanian
